State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_type_TCPD,Party_ID,Max_Poll_No,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Country,Women %,,,Name of Party,Result_2019,Result_2014,Share_2019,Share_2014,MH_2009_Party,MH_2009_Seats,MH_2009_Votes%,MH_2014_Party,MH_2014_Seats,MH_2014_Votes%,MH_Year,Congress Seats
Rajasthan,17,10,2019,4,0,4,1,MANOJ RAJORIA,M,BJP,526443,SC,998044,1805657,KARAULI-DHOLPUR,SC,,5,55.27,52.75,no,97682,9.79,2.17,GERJ9247,National Party,1605,0,TRUE,3,BJP,1605,,,TRUE,2,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,10,2019,4,0,4,2,SANJAY KUMAR,M,INC,428761,SC,998044,1805657,KARAULI-DHOLPUR,SC,,5,55.27,42.96,no,403043,40.38,2.17,6498,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,10,2019,4,0,4,3,RAMKUMAR,M,BSP,25718,SC,998044,1805657,KARAULI-DHOLPUR,SC,,5,55.27,2.58,yes,18399,1.84,2.17,6497,State-based Party,16651,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,10,2019,4,0,4,4,None Of The Above,,NOTA,7319,,998044,1805657,KARAULI-DHOLPUR,SC,,5,55.27,0.73,yes,299,0.03,2.17,,,,0,TRUE,885,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,10,2019,4,0,4,5,JEET RAM BAIRWA,M,Ambedkarite Party of India,7020,SC,998044,1805657,KARAULI-DHOLPUR,SC,,5,55.27,0.7,yes,4237,0.42,2.17,6499,Local Party,880,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,10,2019,4,0,4,6,VIJAY BABU,M,Prabuddha Republican Party,2783,SC,998044,1805657,KARAULI-DHOLPUR,SC,,5,55.27,0.28,yes,0,0,2.17,6500,Local Party,11942,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,11,2019,4,0,4,1,Jaskaur Meena,F,BJP,548733,ST,1062834,1726376,DAUSA,ST,,11,61.56,51.63,no,78444,7.38,2.13,GERJ71172,National Party,1605,0,TRUE,3,BJP,1605,,,TRUE,2,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,11,2019,4,0,4,2,Savita Meena,F,INC,470289,ST,1062834,1726376,DAUSA,ST,,11,61.56,44.25,no,456875,42.99,2.13,6503,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,11,2019,4,0,4,3,Dwarka Prasad Maheshwara,M,BSP,13414,ST,1062834,1726376,DAUSA,ST,,11,61.56,1.26,yes,6020,0.57,2.13,6502,State-based Party,16651,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,11,2019,4,0,4,4,None Of The Above,,NOTA,7394,,1062834,1726376,DAUSA,ST,,11,61.56,0.7,yes,1596,0.15,2.13,,,,0,TRUE,886,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,11,2019,4,0,4,5,Chandra Prakash Meena,M,Nationalist People's Front,5798,ST,1062834,1726376,DAUSA,ST,,11,61.56,0.55,yes,799,0.08,2.13,6504,Local Party,5800,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,11,2019,4,0,4,6,Ramphool Meena,M,Ambedkarite Party of India,4999,ST,1062834,1726376,DAUSA,ST,,11,61.56,0.47,yes,1997,0.19,2.13,6505,Local Party,880,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,11,2019,4,0,4,7,Maliram Nayaka,M,IND,3002,ST,1062834,1726376,DAUSA,ST,,11,61.56,0.28,yes,378,0.04,2.13,6510,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,11,2019,4,0,4,8,Radhey Shyam Meena,M,IND,2624,ST,1062834,1726376,DAUSA,ST,,11,61.56,0.25,yes,198,0.02,2.13,6511,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,11,2019,4,0,4,9,Anju Dhanka,F,IND,2426,ST,1062834,1726376,DAUSA,ST,,11,61.56,0.23,yes,392,0.04,2.13,6507,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,11,2019,4,0,4,10,Bharti Meena,F,IND,2034,ST,1062834,1726376,DAUSA,ST,,11,61.56,0.19,yes,844,0.08,2.13,6509,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,11,2019,4,0,4,11,Bimla Devi Meena,F,IND,1190,ST,1062834,1726376,DAUSA,ST,,11,61.56,0.11,yes,259,0.02,2.13,GERJ9254,Independents,10809,0,TRUE,2,IND,10809,,,TRUE,0,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,11,2019,4,0,4,12,Rinku Kumar Meena,M,Peoples Party of India (Democratic),931,ST,1062834,1726376,DAUSA,ST,,11,61.56,0.09,yes,0,0,2.13,6506,Local Party,6054,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,12,2019,4,0,4,1,Sukhbir Singh Jaunapuria,M,BJP,644319,GEN,1233458,1943668,TONK-SAWAI MADHOPUR,GEN,,8,63.46,52.24,no,111291,9.02,2.17,GERJ9086,National Party,1605,0,TRUE,3,BJP,1605,,,TRUE,2,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,12,2019,4,0,4,2,Namonarayan,M,INC,533028,ST,1233458,1943668,TONK-SAWAI MADHOPUR,GEN,,8,63.46,43.21,no,509727,41.33,2.17,5729,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,12,2019,4,0,4,3,Laxmi Kant Bairwa,M,BSP,23301,,1233458,1943668,TONK-SAWAI MADHOPUR,GEN,,8,63.46,1.89,yes,14327,1.16,2.17,5730,State-based Party,16651,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,12,2019,4,0,4,4,None Of The Above,,NOTA,8974,,1233458,1943668,TONK-SAWAI MADHOPUR,GEN,,8,63.46,0.73,yes,1807,0.15,2.17,,,,0,TRUE,887,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,12,2019,4,0,4,5,Ganesh Meena,M,Indian Peoples Green Party,7167,ST,1233458,1943668,TONK-SAWAI MADHOPUR,GEN,,8,63.46,0.58,yes,1785,0.14,2.17,5732,Local Party,3906,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,12,2019,4,0,4,6,Naresh Kumar Atal,M,Ambedkarite Party of India,5382,,1233458,1943668,TONK-SAWAI MADHOPUR,GEN,,8,63.46,0.44,yes,587,0.05,2.17,5733,Local Party,880,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,12,2019,4,0,4,7,Prem Lata Banshiwal,F,IND,4795,SC,1233458,1943668,TONK-SAWAI MADHOPUR,GEN,,8,63.46,0.39,yes,195,0.02,2.17,GERJ9286,Independents,10809,0,TRUE,2,IND,10809,,,TRUE,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,12,2019,4,0,4,8,Mukesh Kumar,M,SHS,4600,,1233458,1943668,TONK-SAWAI MADHOPUR,GEN,,8,63.46,0.37,yes,2708,0.22,2.17,5735,State-based Party,18691,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,12,2019,4,0,4,9,Bajrang Lal Meena,M,Rashtriya Kranti Party,1892,ST,1233458,1943668,TONK-SAWAI MADHOPUR,GEN,,8,63.46,0.15,yes,0,0,2.17,5734,Local Party,6626,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,13,2019,4,0,4,1,Bhagirath Chaudhary,M,BJP,815076,GEN,1262214,1872816,AJMER,GEN,,7,67.4,64.58,no,416424,32.99,1.92,5738,National Party,1605,0,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,13,2019,4,0,4,2,Riju Jhunjhunwala,M,INC,398652,GEN,1262214,1872816,AJMER,GEN,,7,67.4,31.58,no,385034,30.5,1.92,5739,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,13,2019,4,0,4,3,Durga Lal Regar,M,BSP,13618,,1262214,1872816,AJMER,GEN,,7,67.4,1.08,yes,577,0.05,1.92,5737,State-based Party,16651,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,13,2019,4,0,4,4,Vishram Babu,M,Ambedkarite Party of India,13041,,1262214,1872816,AJMER,GEN,,7,67.4,1.03,yes,3463,0.27,1.92,5740,Local Party,880,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,13,2019,4,0,4,5,None Of The Above,,NOTA,9578,,1262214,1872816,AJMER,GEN,,7,67.4,0.76,yes,4754,0.38,1.92,,,,0,TRUE,888,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,13,2019,4,0,4,6,Soniya Regar,F,IND,4824,,1262214,1872816,AJMER,GEN,,7,67.4,0.38,yes,172,0.01,1.92,5743,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,13,2019,4,0,4,7,Mukesh Gena,M,IND,4652,,1262214,1872816,AJMER,GEN,,7,67.4,0.37,yes,1879,0.15,1.92,5742,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,13,2019,4,0,4,8,Pramod Kumar,M,IND,2773,,1262214,1872816,AJMER,GEN,,7,67.4,0.22,yes,0,0,1.92,5741,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,1,HANUMAN BENIWAL,M,RLP,660051,GEN,1203124,1924567,NAGAUR,GEN,,13,62.51,54.86,no,181260,15.07,2.17,AERJ16581,Local Party,6715,0,TRUE,2,IND,10809,,,FALSE,1,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,2,DR. JYOTI MIRDHA,F,INC,478791,GEN,1203124,1924567,NAGAUR,GEN,,13,62.51,39.8,no,465742,38.71,2.17,GERJ9339,National Party,3482,0,TRUE,3,INC,3482,,,TRUE,1,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,3,None Of The Above,,NOTA,13049,,1203124,1924567,NAGAUR,GEN,,13,62.51,1.08,yes,264,0.02,2.17,,,,0,TRUE,889,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,4,SAROJ PRAJAPAT,F,IND,12785,,1203124,1924567,NAGAUR,GEN,,13,62.51,1.06,yes,2575,0.21,2.17,6523,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,5,SOHANARAM RATHI,M,IND,10210,,1203124,1924567,NAGAUR,GEN,,13,62.51,0.85,yes,2724,0.23,2.17,6524,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,6,HANUMANRAM,M,Rashtriya Power Party,7486,,1203124,1924567,NAGAUR,GEN,,13,62.51,0.62,yes,371,0.03,2.17,6514,Local Party,18041,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,7,RAVINDRA SINGH SHEKHAWAT,M,IND,7115,,1203124,1924567,NAGAUR,GEN,,13,62.51,0.59,yes,3947,0.33,2.17,6519,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,8,DHARMI CHAND,M,IND,3168,,1203124,1924567,NAGAUR,GEN,,13,62.51,0.26,yes,583,0.05,2.17,6515,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,9,RAM CHANDRA,M,IND,2585,,1203124,1924567,NAGAUR,GEN,,13,62.51,0.21,yes,182,0.02,2.17,6520,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,10,SHIV NARAYAN,M,IND,2403,,1203124,1924567,NAGAUR,GEN,,13,62.51,0.2,yes,860,0.07,2.17,6522,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,11,C.A. RASTRA PUTRA HINDU,M,IND,1543,,1203124,1924567,NAGAUR,GEN,,13,62.51,0.13,yes,189,0.02,2.17,6521,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,12,PREM RAJ,M,IND,1354,,1203124,1924567,NAGAUR,GEN,,13,62.51,0.11,yes,42,0,2.17,6517,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,13,MADANLAL,M,IND,1312,,1203124,1924567,NAGAUR,GEN,,13,62.51,0.11,yes,40,0,2.17,6518,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,14,2019,4,0,4,14,DHARMENDRA,M,IND,1272,,1203124,1924567,NAGAUR,GEN,,13,62.51,0.11,yes,0,0,2.17,6516,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,15,2019,4,0,4,1,P. P. CHAUDHARY,M,BJP,900149,GEN,1359799,2156774,PALI,GEN,,8,63.05,66.2,no,481597,35.42,1.89,GERJ9361,National Party,1605,0,TRUE,2,BJP,1605,,,TRUE,2,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,15,2019,4,0,4,2,BADRIRAM JAKHAR,M,INC,418552,GEN,1359799,2156774,PALI,GEN,,8,63.05,30.78,no,403372,29.66,1.89,GERJ76629,National Party,3482,0,TRUE,3,INC,3482,,,TRUE,1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,15,2019,4,0,4,3,None Of The Above,,NOTA,15180,,1359799,2156774,PALI,GEN,,8,63.05,1.12,yes,7435,0.55,1.89,,,,0,TRUE,890,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,15,2019,4,0,4,4,KANHAIYALAL VAISHNAV,M,SHS,7745,,1359799,2156774,PALI,GEN,,8,63.05,0.57,yes,1501,0.11,1.89,5746,State-based Party,18691,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,15,2019,4,0,4,5,RAMPRASAD JATAV,M,Ambedkarite Party of India,6244,,1359799,2156774,PALI,GEN,,8,63.05,0.46,yes,1105,0.08,1.89,5773,Local Party,880,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,15,2019,4,0,4,6,HEMANT KUMAR SINGHVI,M,IND,5139,,1359799,2156774,PALI,GEN,,8,63.05,0.38,yes,2570,0.19,1.89,5751,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,15,2019,4,0,4,7,Dr. RAMLAL MOHBARSHA,M,Indian Indira Congress (R),2569,,1359799,2156774,PALI,GEN,,8,63.05,0.19,yes,232,0.02,1.89,5748,Local Party,3424,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,15,2019,4,0,4,8,JAGDISH CHANDRA,M,IND,2337,,1359799,2156774,PALI,GEN,,8,63.05,0.17,yes,453,0.03,1.89,5750,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,15,2019,4,0,4,9,LAXMAN KUMAR,M,Proutist Sarva Samaj,1884,,1359799,2156774,PALI,GEN,,8,63.05,0.14,yes,0,0,1.89,5749,Local Party,6232,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,16,2019,4,0,4,1,Gajendra Singh Shekhawat,M,BJP,788888,GEN,1346243,1951393,JODHPUR,GEN,,10,68.99,58.6,no,274440,20.39,2.04,GERJ9399,National Party,1605,0,TRUE,2,BJP,1605,,,TRUE,2,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,16,2019,4,0,4,2,Vaibhav Gehlot,M,INC,514448,GEN,1346243,1951393,JODHPUR,GEN,,10,68.99,38.21,no,502745,37.34,2.04,5754,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,16,2019,4,0,4,3,Mukul Chaudhary,M,BSP,11703,,1346243,1951393,JODHPUR,GEN,,10,68.99,0.87,yes,15,0,2.04,5753,State-based Party,16651,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,16,2019,4,0,4,4,None Of The Above,,NOTA,11688,,1346243,1951393,JODHPUR,GEN,,10,68.99,0.87,yes,4425,0.33,2.04,,,,0,TRUE,891,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,16,2019,4,0,4,5,Amar Singh Kalundha,M,Bhartiya Tribal Party,7263,,1346243,1951393,JODHPUR,GEN,,10,68.99,0.54,yes,2742,0.2,2.04,5755,Local Party,2055,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,16,2019,4,0,4,6,Vishek Vishnoi,M,IND,4521,GEN,1346243,1951393,JODHPUR,GEN,,10,68.99,0.34,yes,1469,0.11,2.04,5760,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,16,2019,4,0,4,7,Shambhu Ram,M,IND,3052,,1346243,1951393,JODHPUR,GEN,,10,68.99,0.23,yes,1533,0.11,2.04,5761,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,16,2019,4,0,4,8,Moda Ram Meghwal,M,IND,1519,SC,1346243,1951393,JODHPUR,GEN,,10,68.99,0.11,yes,192,0.01,2.04,5759,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,16,2019,4,0,4,9,Anil Joya Meghwal,M,IND,1327,SC,1346243,1951393,JODHPUR,GEN,,10,68.99,0.1,yes,394,0.03,2.04,5756,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,16,2019,4,0,4,10,Tasleem,F,IND,933,,1346243,1951393,JODHPUR,GEN,,10,68.99,0.07,yes,32,0,2.04,5758,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,16,2019,4,0,4,11,Chand Mohammad,M,IND,901,,1346243,1951393,JODHPUR,GEN,,10,68.99,0.07,yes,0,0,2.04,5757,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,17,2019,4,0,4,1,KAILASH CHOUDHARY,M,BJP,846526,GEN,1422271,1939019,BARMER,GEN,,7,73.35,59.52,no,323808,22.77,2.04,5762,National Party,1605,0,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,17,2019,4,0,4,2,MANVENDRA SINGH,M,INC,522718,GEN,1422271,1939019,BARMER,GEN,,7,73.35,36.75,no,503722,35.42,2.04,GERJ71231,National Party,3482,0,TRUE,4,BJP,1605,,,FALSE,1,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,17,2019,4,0,4,3,None Of The Above,,NOTA,18996,,1422271,1939019,BARMER,GEN,,7,73.35,1.34,yes,2297,0.16,2.04,,,,0,TRUE,892,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,17,2019,4,0,4,4,RAMESH KUMAR,M,Bahujan Mukti Party,16699,,1422271,1939019,BARMER,GEN,,7,73.35,1.17,yes,8629,0.61,2.04,5764,Local Party,1074,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,17,2019,4,0,4,5,HANEEF,M,IND,8070,,1422271,1939019,BARMER,GEN,,7,73.35,0.57,yes,4553,0.32,2.04,5768,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,17,2019,4,0,4,6,MULA RAM,M,IND,3517,,1422271,1939019,BARMER,GEN,,7,73.35,0.25,yes,157,0.01,2.04,5767,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,17,2019,4,0,4,7,POPATLAL,M,IND,3360,,1422271,1939019,BARMER,GEN,,7,73.35,0.24,yes,975,0.07,2.04,5765,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,17,2019,4,0,4,8,BHERARAM JAKHAR,M,IND,2385,,1422271,1939019,BARMER,GEN,,7,73.35,0.17,yes,0,0,2.04,5766,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,1,Devaji Patel,M,BJP,772833,GEN,1361619,2070899,JALORE,GEN,,15,65.75,56.76,no,261110,19.18,2.17,GERJ9442,National Party,1605,0,TRUE,3,BJP,1605,,,TRUE,3,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,2,Ratan Devasi,M,INC,511723,GEN,1361619,2070899,JALORE,GEN,,15,65.75,37.58,no,494009,36.28,2.17,5770,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,3,None Of The Above,,NOTA,17714,,1361619,2070899,JALORE,GEN,,15,65.75,1.3,yes,4229,0.31,2.17,,,,0,TRUE,893,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,4,Lukaram,M,IND,13485,,1361619,2070899,JALORE,GEN,,15,65.75,0.99,yes,1201,0.09,2.17,5783,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,5,Kaluram,M,Rashtriya Rashtrawadi Party,12284,,1361619,2070899,JALORE,GEN,,15,65.75,0.9,yes,5951,0.44,2.17,5771,Local Party,16442,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,6,Lakharam Choudhary,M,IND,6333,,1361619,2070899,JALORE,GEN,,15,65.75,0.47,yes,2454,0.18,2.17,5782,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,7,Ramprasad Jatav,M,Ambedkarite Party of India,3879,,1361619,2070899,JALORE,GEN,,15,65.75,0.28,yes,413,0.03,2.17,5773,Local Party,880,0,TRUE,2,Ambedkarite Party of India,880,,,TRUE,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,8,Mohanlal,M,IND,3466,,1361619,2070899,JALORE,GEN,,15,65.75,0.25,yes,122,0.01,2.17,5781,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,9,Bhanwerlal,M,Bahujan Mukti Party,3344,,1361619,2070899,JALORE,GEN,,15,65.75,0.25,yes,23,0,2.17,5772,Local Party,1074,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,10,Bheraram Barar (Meghwal),M,IND,3321,SC,1361619,2070899,JALORE,GEN,,15,65.75,0.24,yes,73,0.01,2.17,5780,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,11,Dinesh Singh,M,IND,3248,,1361619,2070899,JALORE,GEN,,15,65.75,0.24,yes,340,0.02,2.17,5777,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,12,Vijay Shree,F,SHS,2908,,1361619,2070899,JALORE,GEN,,15,65.75,0.21,yes,381,0.03,2.17,5774,State-based Party,18691,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,13,Bhavaram,M,IND,2527,,1361619,2070899,JALORE,GEN,,15,65.75,0.19,yes,511,0.04,2.17,5779,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,14,Nimbaram,M,IND,2016,,1361619,2070899,JALORE,GEN,,15,65.75,0.15,yes,702,0.05,2.17,5778,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Rajasthan,17,18,2019,4,0,4,15,Kapoora Ram Meena,M,IND,1314,ST,1361619,2070899,JALORE,GEN,,15,65.75,0.1,yes,90,0.01,2.17,5775,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
