State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_type_TCPD,Party_ID,Max_Poll_No,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Country,Women %,,,Name of Party,Result_2019,Result_2014,Share_2019,Share_2014,MH_2009_Party,MH_2009_Seats,MH_2009_Votes%,MH_2014_Party,MH_2014_Seats,MH_2014_Votes%,MH_Year,Congress Seats
Gujarat,17,16,2019,4,0,4,7,SANTOLKUMAR MAHIJIBHAI PATEL (BAKABHAI),M,IND,2301,GEN,1108661,1655342,ANAND,GEN,,10,66.97,0.21,yes,1146,0.1,2.08,4110,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,16,2019,4,0,4,8,BHATT SUNILKUMAR NARENDRABHAI,M,Right to Recall Party,1155,GEN,1108661,1655342,ANAND,GEN,,10,66.97,0.1,yes,91,0.01,2.08,3949,Local Party,17316,0,TRUE,2,Right to Recall Party,17316,,,TRUE,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,16,2019,4,0,4,9,CHAVDA KAUSHIKKUMAR,M,IND,1064,,1108661,1655342,ANAND,GEN,,10,66.97,0.1,yes,30,0,2.08,4108,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,16,2019,4,0,4,10,BHATT ASHISHKUMAR MANOJKUMAR,M,Akhil Bharatiya Jan Sangh,1034,GEN,1108661,1655342,ANAND,GEN,,10,66.97,0.09,yes,68,0.01,2.08,4105,Local Party,9325,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,16,2019,4,0,4,11,KEYUR PRAVINBHAI PATEL (BAKABHAI),M,IND,966,GEN,1108661,1655342,ANAND,GEN,,10,66.97,0.09,yes,0,0,2.08,4107,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,17,2019,4,0,4,1,Chauhan Devusinh,M,BJP,714572,GEN,1098633,1803133,KHEDA,GEN,,7,60.93,65.04,no,367145,33.42,1.92,GEGJ3107,National Party,1605,0,TRUE,3,BJP,1605,,,TRUE,2,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,17,2019,4,0,4,2,Bimal Shah,M,INC,347427,GEN,1098633,1803133,KHEDA,GEN,,7,60.93,31.62,no,329150,29.96,1.92,4113,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,17,2019,4,0,4,3,None Of The Above,,NOTA,18277,,1098633,1803133,KHEDA,GEN,,7,60.93,1.66,yes,10816,0.98,1.92,,,,0,TRUE,665,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,17,2019,4,0,4,4,Bhailalbhai Kalubhai Pandav,M,BSP,7461,SC,1098633,1803133,KHEDA,GEN,,7,60.93,0.68,yes,2605,0.24,1.92,GEGJ3121,State-based Party,16651,0,TRUE,2,BSP,16651,,,TRUE,0,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,17,2019,4,0,4,5,Pathan Imtiyazkhan Saeedkhan,M,Apna Desh Party,4856,,1098633,1803133,KHEDA,GEN,,7,60.93,0.44,yes,2680,0.24,1.92,4118,Local Party,15715,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,17,2019,4,0,4,6,Pathan Ayashabanu,F,Ambedkar National Congress,2176,,1098633,1803133,KHEDA,GEN,,7,60.93,0.2,yes,76,0.01,1.92,4117,Local Party,840,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,17,2019,4,0,4,7,Chauhan Parsottambhai Babarbhai,M,Yuva Jan Jagriti Party,2100,,1098633,1803133,KHEDA,GEN,,7,60.93,0.19,yes,336,0.03,1.92,4115,Local Party,8594,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,17,2019,4,0,4,8,Patel Kamleshkumar Ratilal,M,Hindusthan Nirman Dal,1764,GEN,1098633,1803133,KHEDA,GEN,,7,60.93,0.16,yes,0,0,1.92,4116,Local Party,3288,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,18,2019,4,0,4,1,Ratansinh Magansinh Rathod,M,BJP,732136,,1083676,1743233,PANCHMAHAL,GEN,,6,62.16,67.56,no,428541,39.55,1.85,4120,National Party,1605,0,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,18,2019,4,0,4,2,Khant Vechatbhai Kuberbhai,M,INC,303595,,1083676,1743233,PANCHMAHAL,GEN,,6,62.16,28.02,no,283462,26.16,1.85,4119,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,18,2019,4,0,4,3,None Of The Above,,NOTA,20133,,1083676,1743233,PANCHMAHAL,GEN,,6,62.16,1.86,yes,10307,0.95,1.85,,,,0,TRUE,666,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,18,2019,4,0,4,4,Virendra Parsottamdas Patel,M,NCP,9826,GEN,1083676,1743233,PANCHMAHAL,GEN,,6,62.16,0.91,yes,614,0.06,1.85,4121,State-based Party,5792,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,18,2019,4,0,4,5,Lalabhai Gadhvi,M,IND,9212,,1083676,1743233,PANCHMAHAL,GEN,,6,62.16,0.85,yes,4343,0.4,1.85,4124,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,18,2019,4,0,4,6,Rathod Vijaysinh Mohansinh,M,Hindusthan Nirman Dal,4869,,1083676,1743233,PANCHMAHAL,GEN,,6,62.16,0.45,yes,964,0.09,1.85,4123,Local Party,3288,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,18,2019,4,0,4,7,Shaikh Kalim Abdul Latif,M,BSP,3905,,1083676,1743233,PANCHMAHAL,GEN,,6,62.16,0.36,yes,0,0,1.85,4122,State-based Party,16651,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,19,2019,4,0,4,1,JASHVANTSINH SUMANBHAI BHABHOR,M,BJP,561760,ST,1063212,1597870,DAHOD,ST,,7,66.54,52.84,no,127596,12,2.22,GEGJ3163,National Party,1605,0,TRUE,2,BJP,1605,,,TRUE,2,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,19,2019,4,0,4,2,KATARA BABUBHAI KHIMABHAI,M,INC,434164,ST,1063212,1597870,DAHOD,ST,,7,66.54,40.84,no,402228,37.83,2.22,GEGJ70021,National Party,3482,0,TRUE,3,BJP,1605,,,FALSE,2,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,19,2019,4,0,4,3,None Of The Above,,NOTA,31936,,1063212,1597870,DAHOD,ST,,7,66.54,3,yes,20597,1.94,2.22,,,,0,TRUE,667,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,19,2019,4,0,4,4,BHABHOR DHULABHAI DITABHAI,M,BSP,11339,ST,1063212,1597870,DAHOD,ST,,7,66.54,1.07,yes,197,0.02,2.22,4127,State-based Party,16651,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,19,2019,4,0,4,5,DEVDHA SAMSUBHAI KHATARABHAI,M,IND,11142,ST,1063212,1597870,DAHOD,ST,,7,66.54,1.05,yes,5931,0.56,2.22,GEGJ57205,Independents,10809,0,TRUE,3,IND,10809,,,TRUE,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,19,2019,4,0,4,6,DAMOR MANABHAI BHAVSINGBHAI,M,IND,5211,ST,1063212,1597870,DAHOD,ST,,7,66.54,0.49,yes,1375,0.13,2.22,4130,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,19,2019,4,0,4,7,KALARA RAMSINGBHAI NANJIBHAI,M,Hindusthan Nirman Dal,3836,ST,1063212,1597870,DAHOD,ST,,7,66.54,0.36,yes,12,0,2.22,GEGJ3160,Local Party,3288,0,TRUE,3,JD(U),11002,,,FALSE,0,TRUE,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,19,2019,4,0,4,8,JAGDISHBHAI MANILAL MEDA,M,Bharatiya National Janta Dal,3824,ST,1063212,1597870,DAHOD,ST,,7,66.54,0.36,yes,0,0,2.22,GEGJ3154,Local Party,9441,0,TRUE,2,BNJD,9441,,,TRUE,0,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,1,RANJANBEN BHATT,F,BJP,883719,GEN,1222348,1794383,VADODARA,GEN,,13,68.12,72.3,no,589177,48.2,1.72,GEGJ82150,National Party,1605,0,TRUE,2,BJP,1605,,,TRUE,2,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,2,PRASHANT PATEL (TIKO),M,INC,294542,GEN,1222348,1794383,VADODARA,GEN,,13,68.12,24.1,no,277543,22.71,1.72,4132,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,3,None Of The Above,,NOTA,16999,,1222348,1794383,VADODARA,GEN,,13,68.12,1.39,yes,9541,0.78,1.72,,,,0,TRUE,668,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,4,ROHIT MADHUSUDAN MOHANBHAI,M,BSP,7458,SC,1222348,1794383,VADODARA,GEN,,13,68.12,0.61,yes,3001,0.25,1.72,GEGJ3175,State-based Party,16651,0,TRUE,2,BSP,16651,,,TRUE,0,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,5,SINDHI MAHEBUBKHAN YUSUFKHAN (VAKIL),M,IND,4457,,1222348,1794383,VADODARA,GEN,,13,68.12,0.36,yes,646,0.05,1.72,4144,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,6,GOHIL RINKU,F,Yuva Jan Jagriti Party,3811,,1222348,1794383,VADODARA,GEN,,13,68.12,0.31,yes,354,0.03,1.72,4135,Local Party,8594,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,7,DR. RAHUL VASUDEVBHAI VYAS,M,IND,3457,,1222348,1794383,VADODARA,GEN,,13,68.12,0.28,yes,1662,0.14,1.72,4143,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,8,LION DR. YASINALI POLRA,M,New All India Congress Party,1795,,1222348,1794383,VADODARA,GEN,,13,68.12,0.15,yes,364,0.03,1.72,4139,Local Party,5860,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,9,PATEL KALIDAS (KALIDAS M. PATEL ALIAS NAPOLEON),M,IND,1431,GEN,1222348,1794383,VADODARA,GEN,,13,68.12,0.12,yes,334,0.03,1.72,4142,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,10,JAT SUBHAS SINGH BRIJLAL,M,All India Hindustan Congress Party,1097,,1222348,1794383,VADODARA,GEN,,13,68.12,0.09,yes,134,0.01,1.72,4136,Local Party,662,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,11,NIMESH PATEL (KAMROL),M,IND,963,GEN,1222348,1794383,VADODARA,GEN,,13,68.12,0.08,yes,74,0.01,1.72,4141,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,12,TAPAN DASGUPTA,M,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),889,GEN,1222348,1794383,VADODARA,GEN,,13,68.12,0.07,yes,17,0,1.72,GEGJ3165,State-based Party,8082,0,TRUE,4,SUCI,8082,,,TRUE,0,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,13,MOHSIMMIYA (SAIYAD MOHSIN BAPU),M,Bahujan Mukti Party,872,,1222348,1794383,VADODARA,GEN,,13,68.12,0.07,yes,14,0,1.72,4138,Local Party,1074,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,20,2019,4,0,4,14,SANTOSH S. SOLANKI,M,Bhartiya Manavadhikaar Federal Party,858,,1222348,1794383,VADODARA,GEN,,13,68.12,0.07,yes,0,0,1.72,4140,Local Party,18060,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,21,2019,4,0,4,1,RATHVA GITABEN VAJESINGBHAI,F,BJP,764445,ST,1232459,1670552,CHHOTA UDAIPUR,ST,,8,73.78,62.03,no,377943,30.67,2.08,4145,National Party,1605,0,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,21,2019,4,0,4,2,RATHAVA RANJITSINH MOHANSINH,M,INC,386502,ST,1232459,1670552,CHHOTA UDAIPUR,ST,,8,73.78,31.36,no,353634,28.69,2.08,4147,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,21,2019,4,0,4,3,None Of The Above,,NOTA,32868,,1232459,1670552,CHHOTA UDAIPUR,ST,,8,73.78,2.67,yes,17904,1.45,2.08,,,,0,TRUE,669,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,21,2019,4,0,4,4,RATHVA FURKANBHAI BALAJIBHAI,M,BSP,14964,ST,1232459,1670552,CHHOTA UDAIPUR,ST,,8,73.78,1.21,yes,4332,0.35,2.08,4146,State-based Party,16651,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,21,2019,4,0,4,5,VASAVA RAJESH SOMABHAI,M,Bhartiya Tribal Party,10632,ST,1232459,1670552,CHHOTA UDAIPUR,ST,,8,73.78,0.86,yes,1850,0.15,2.08,4148,Local Party,2055,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,21,2019,4,0,4,6,RATHVA MAGANBHAI CHATHIYABHAI,M,IND,8782,ST,1232459,1670552,CHHOTA UDAIPUR,ST,,8,73.78,0.71,yes,1895,0.15,2.08,4152,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,21,2019,4,0,4,7,RATHVA BHAVSINGBHAI NAMARSINGBHAI,M,IND,6887,ST,1232459,1670552,CHHOTA UDAIPUR,ST,,8,73.78,0.56,yes,3177,0.26,2.08,4151,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,21,2019,4,0,4,8,UMESH JANGUBHAI RATHAWA,M,IND,3710,ST,1232459,1670552,CHHOTA UDAIPUR,ST,,8,73.78,0.3,yes,41,0,2.08,4149,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,21,2019,4,0,4,9,PRAVINBHAI DHURSINGBHAI RATHVA,M,IND,3669,ST,1232459,1670552,CHHOTA UDAIPUR,ST,,8,73.78,0.3,yes,0,0,2.08,4150,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,1,Mansukhbhai Dhanjibhai Vasava,M,BJP,637795,ST,1149725,1564205,BHARUCH,GEN,,17,73.5,55.47,no,334214,29.07,2.5,GEGJ82172,National Party,1605,0,TRUE,6,BJP,1605,,,TRUE,6,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,2,Sherkhan Abdulsakur Pathan,M,INC,303581,,1149725,1564205,BHARUCH,GEN,,17,73.5,26.4,no,159498,13.87,2.5,4155,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,3,Chhotubhai Amarsinh Vasava,M,Bhartiya Tribal Party,144083,ST,1149725,1564205,BHARUCH,GEN,,17,73.5,12.53,yes,128973,11.22,2.5,GEGJ54027,Local Party,2055,0,TRUE,7,JD(U),11002,,,FALSE,0,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,4,Sindha Kiritsinh Alias Jalamsinh Nathubava,M,IND,15110,,1149725,1564205,BHARUCH,GEN,,17,73.5,1.31,yes,6955,0.6,2.5,4168,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,5,Vasava Navinbhai Himmatbhai,M,IND,8155,ST,1149725,1564205,BHARUCH,GEN,,17,73.5,0.71,yes,117,0.01,2.5,GEGJ30773,Independents,10809,0,TRUE,2,IND,10809,,,TRUE,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,6,Solanki Rajeshbhai Lallubhai,M,IND,8038,,1149725,1564205,BHARUCH,GEN,,17,73.5,0.7,yes,1717,0.15,2.5,4169,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,7,None Of The Above,,NOTA,6321,,1149725,1564205,BHARUCH,GEN,,17,73.5,0.55,yes,86,0.01,2.5,,,,0,TRUE,670,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,8,Vasava Rajeshbhai Chimanbhai,M,BSP,6235,,1149725,1564205,BHARUCH,GEN,,17,73.5,0.54,yes,2402,0.21,2.5,4154,State-based Party,16651,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,9,Vikramsinh Dalsukhbhai Gohil,M,IND,3833,,1149725,1564205,BHARUCH,GEN,,17,73.5,0.33,yes,4,0,2.5,4166,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,10,Sapa Rafikbhai Sulemanbhai,M,IND,3829,GEN,1149725,1564205,BHARUCH,GEN,,17,73.5,0.33,yes,978,0.09,2.5,GEGJ3209,Independents,10809,0,TRUE,2,IND,10809,,,TRUE,0,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,11,Ashokchandra Bhikhubhai Parmar,M,IND,2851,,1149725,1564205,BHARUCH,GEN,,17,73.5,0.25,yes,716,0.06,2.5,4161,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,12,Pathan Salimkhan Sadikkhan,M,Sanyukt Vikas Party,2135,,1149725,1564205,BHARUCH,GEN,,17,73.5,0.19,yes,68,0.01,2.5,4157,Local Party,7674,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,13,Mukhtiyar Abdulrahim Shaikh (BansiMama),M,IND,2067,GEN,1149725,1564205,BHARUCH,GEN,,17,73.5,0.18,yes,557,0.05,2.5,4164,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,14,Patel Imran Umarjibhai,M,IND,1510,,1149725,1564205,BHARUCH,GEN,,17,73.5,0.13,yes,183,0.02,2.5,4163,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,15,Jitendra Parmar (Jitu Chowkidar),M,IND,1327,,1149725,1564205,BHARUCH,GEN,,17,73.5,0.12,yes,106,0.01,2.5,4162,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,16,Sukhdev Bhikhabhai Vasava,M,Bahujan Mukti Party,1221,,1149725,1564205,BHARUCH,GEN,,17,73.5,0.11,yes,395,0.03,2.5,4160,Local Party,1074,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,17,Sabbirbhai Musabhai Patel,M,Apna Desh Party,826,GEN,1149725,1564205,BHARUCH,GEN,,17,73.5,0.07,yes,18,0,2.5,4159,Local Party,15715,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,22,2019,4,0,4,18,Vashi Narendrasinh Randhirsinh,M,Yuva Jan Jagriti Party,808,GEN,1149725,1564205,BHARUCH,GEN,,17,73.5,0.07,yes,0,0,2.5,GEGJ3211,Local Party,8594,0,TRUE,2,LSWP,11540,,,FALSE,0,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,23,2019,4,0,4,1,PARBHUBHAI NAGARBHAI VASAVA,M,BJP,742273,ST,1348038,1826189,BARDOLI,ST,,12,73.82,55.06,no,215447,15.98,2.22,GEGJ3236,National Party,1605,0,TRUE,2,BJP,1605,,,TRUE,2,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,23,2019,4,0,4,2,CHAUDHARI DR. TUSHARBHAI AMARSINHBHAI,M,INC,526826,ST,1348038,1826189,BARDOLI,ST,,12,73.82,39.08,no,503912,37.38,2.22,GEGJ3230,National Party,3482,0,TRUE,4,INC,3482,,,TRUE,2,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,23,2019,4,0,4,3,None Of The Above,,NOTA,22914,,1348038,1826189,BARDOLI,ST,,12,73.82,1.7,yes,11133,0.83,2.22,,,,0,TRUE,671,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,23,2019,4,0,4,4,VASAVA UTTAMBHAI SOMABHAI,M,Bhartiya Tribal Party,11781,ST,1348038,1826189,BARDOLI,ST,,12,73.82,0.87,yes,2261,0.17,2.22,4176,Local Party,2055,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,23,2019,4,0,4,5,DINESHBHAI GULABBHAI CHAUDHARI,M,BSP,9520,ST,1348038,1826189,BARDOLI,ST,,12,73.82,0.71,yes,541,0.04,2.22,4171,State-based Party,16651,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,23,2019,4,0,4,6,VASAVA FATESINGBHAI VAHRIYABHAI,M,IND,8979,ST,1348038,1826189,BARDOLI,ST,,12,73.82,0.67,yes,2868,0.21,2.22,4180,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,23,2019,4,0,4,7,SURESHBHAI MOTIYABHAI CHAUDHARI,M,IND,6111,ST,1348038,1826189,BARDOLI,ST,,12,73.82,0.45,yes,642,0.05,2.22,4181,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,23,2019,4,0,4,8,UMEDBHAI BHIMSINGBHAI GAMIT,M,IND,5469,ST,1348038,1826189,BARDOLI,ST,,12,73.82,0.41,yes,126,0.01,2.22,4178,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,23,2019,4,0,4,9,GAMIT KAUSHIKBHAI VIRENDRABHAI,M,Sardar Vallabhbhai Patel Party,5343,ST,1348038,1826189,BARDOLI,ST,,12,73.82,0.4,yes,1515,0.11,2.22,4173,Local Party,7682,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,23,2019,4,0,4,10,PRAGNESHBHAI RATILAL CHAUDHARI,M,IND,3828,ST,1348038,1826189,BARDOLI,ST,,12,73.82,0.28,yes,2098,0.16,2.22,4179,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,23,2019,4,0,4,11,ARVINDBHAI BHANABHAI RATHOD,M,IND,1730,ST,1348038,1826189,BARDOLI,ST,,12,73.82,0.13,yes,38,0,2.22,4177,Independents,10809,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,23,2019,4,0,4,12,GAMIT MOHANBHAI BABUBHAI,M,Bahujan Republican  Socialist Party,1692,ST,1348038,1826189,BARDOLI,ST,,12,73.82,0.13,yes,120,0.01,2.22,4174,,,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,23,2019,4,0,4,13,GAMIT SURESHBHAI BABUBHAI,M,Svatantra Bharat Satyagrah Party,1572,ST,1348038,1826189,BARDOLI,ST,,12,73.82,0.12,yes,0,0,2.22,4175,Local Party,8160,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,24,2019,4,0,4,1,Darshana Vikram Jardosh,F,BJP,795651,GEN,1068412,1655658,SURAT,GEN,,13,64.53,74.47,no,548230,51.31,1.67,GEGJ3253,National Party,1605,0,TRUE,3,BJP,1605,,,TRUE,3,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,24,2019,4,0,4,2,Ashok Patel (Adhevada),M,INC,247421,GEN,1068412,1655658,SURAT,GEN,,13,64.53,23.16,no,236889,22.17,1.67,4182,National Party,3482,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
Gujarat,17,24,2019,4,0,4,3,None Of The Above,,NOTA,10532,,1068412,1655658,SURAT,GEN,,13,64.53,0.99,yes,4797,0.45,1.67,,,,0,TRUE,672,NOTA,,,,,0,,FALSE,TRUE,,,,,,,,,,,,,,,,,
Gujarat,17,24,2019,4,0,4,4,Adv. Vijay Shenmare,M,CPI,5735,,1068412,1655658,SURAT,GEN,,13,64.53,0.54,yes,3387,0.32,1.67,4184,State-based Party,2444,0,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
